num_layers,h3_total,vector_total,healpix_sphere_cdsh_total,healpix_sphere_total,healpix_wgs84_total,h3_speedup,healpix_sphere_speedup,healpix_wgs84_speedup,healpix_sphere_cdsh_speedup
5,0.0259137490065768,0.4175364580005407,0.2528573330491781,0.0174464589799754,0.0152274169959127,16.1125454250009,23.93244717909682,27.42004491717897,1.6512728856447054
10,0.0291204159730114,2.92001054197317,0.4810837499680929,0.0274632910150103,0.0279190000146627,100.27365490518457,106.32413065051864,104.58865075538586,6.069651161916891
20,0.0518572910223156,26.585488333017565,0.9660562920034864,0.0537303750170394,0.0530591250280849,512.6663543141332,494.79439375933197,501.05402829288107,27.519605796347964
50,0.130121375026647,754.7037179999752,2.4825948330108076,0.1326143750338815,0.1347072910284623,5799.9980237330155,5690.964631904775,5602.545431935929,303.9979411721791
